1,168
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
