1,17
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,166
1,166
1,168
1,316
1,574
1,57
1,548
1,572
1,57
1,55
1,572
1,544
1,574
1,57
1,548
1,572
1,57
1,55
1,572
1,544
1,574
1,57
1,548
1,572
1,57
1,55
1,572
1,544
1,574
1,57
1,548
1,572
1,57
1,55
1,572
1,544
1,574
1,57
1,548
1,572
1,57
1,55
1,572
1,544
1,574
1,57
1,548
1,572
1,57
1,55
1,572
1,544
1,621
1,921
1,955
1,923
1,917
1,921
1,955
1,923
1,918
1,92
1,955
1,923
1,955
1,923
1,824
1,96
1,958
1,956
1,955
1,923
1,958
1,956
1,955
1,923
1,958
1,956
1,955
1,833
1,954
1,945
1,933
1,96
1,954
1,945
1,933
1,96
1,954
1,945
1,933
1,96
1,834
1,948
1,96
1,956
1,928
1,95
1,958
1,956
1,928
1,95
1,956
1,92
1,96
1,825
1,959
1,958
1,956
1,919
1,959
1,958
1,956
1,919
1,959
1,958
1,956
1,919
1,867
1,957
1,917
1,96
1,958
1,957
1,917
1,96
1,958
1,957
1,956
1,921
1,958
1,861
1,923
1,96
1,954
1,955
1,923
1,96
1,954
1,955
1,923
1,96
1,954
1,955
1,833
1,943
1,933
1,958
1,956
1,92
1,96
1,916
1,958
1,945
1,933
1,96
1,954
1,828
1,958
1,96
1,956
1,918
1,958
1,96
1,956
1,918
1,958
1,96
1,956
1,918
1,868
1,956
1,919
1,959
1,958
1,956
1,919
1,959
1,958
1,956
1,919
1,959
1,958
1,824
1,96
1,958
1,957
1,917
1,96
1,958
1,957
